field,num_unique_values
http://www.wikidata.org/entity/Q11304252,1
http://www.wikidata.org/entity/Q11304254,1
http://www.wikidata.org/entity/Q11304256,1
http://www.wikidata.org/entity/Q11304258,1
http://www.wikidata.org/entity/Q11304297,1
http://www.wikidata.org/entity/Q11304401,1
http://www.wikidata.org/entity/Q11304405,1
http://www.wikidata.org/entity/Q11304462,1
http://www.wikidata.org/entity/Q11304463,1
http://www.wikidata.org/entity/Q11304489,1
http://www.wikidata.org/entity/Q11304490,1
http://www.wikidata.org/entity/Q11304494,1
http://www.wikidata.org/entity/Q11304496,1
http://www.wikidata.org/entity/Q11304506,1
http://www.wikidata.org/entity/Q11304507,1
http://www.wikidata.org/entity/Q11304508,1
http://www.wikidata.org/entity/Q11304509,1
http://www.wikidata.org/entity/Q11304510,1
http://www.wikidata.org/entity/Q11304515,1
http://www.wikidata.org/entity/Q11304516,1
http://www.wikidata.org/entity/Q11304517,1
http://www.wikidata.org/entity/Q11304520,1
http://www.wikidata.org/entity/Q11304522,1
http://www.wikidata.org/entity/Q11304524,1
http://www.wikidata.org/entity/Q11304527,1
http://www.wikidata.org/entity/Q11304531,1
